comment_id,comment,full_comment,topic,domain
comment_2_974,too americanized food <SEP> negative,"As soon as I walked in I knew it was not authentic Mexican food , the decor is a mix of Mexican , Spanish and Argentina culture the people eating here are all Caucasian , nothing wrong but food is too Americanized and does not have heat .",food -> quality,Restaurants
comment_2_975,too bacon <SEP> negative,The bacon was too ( not to mention bathing in its own grease ) .,food -> quality,Restaurants
comment_2_976,too much food <SEP> negative,Food was too much ! ! !,food -> quality,Hotels
comment_2_976,too much food <SEP> negative,"Although there was a bit too much food , I would definitely come back for more .",food -> quality,Restaurants
comment_2_977,too much fun <SEP> negative,I had way too much fun at this club .,food -> quality,Arts & Entertainment
comment_2_978,too salty burgers <SEP> negative,Two others at the table also commented that their burgers were too salty .,food -> quality,Restaurants
comment_2_979,too salty everything <SEP> negative,Everything was too salty and portions have gotten much smaller since I can remember :-(  ,food -> quality,Restaurants
comment_2_980,too salty food <SEP> negative,"However , I only gave them a 4 because some of our friends felt their food ( I did n't try ) was too salty .  ",food -> quality,Restaurants
comment_2_981,too salty to eat lemon chicken dish <SEP> negative,Wife had a lemon chicken dish that was too salty to eat however dogs seemed to like it .,food -> quality,Restaurants
comment_2_982,top choices panini <SEP> positive,Salad and a panini are top choices !,food -> quality,Restaurants
comment_2_983,top favourite jap sushi restaurant <SEP> positive,One of my top favourite AYCE Jap sushi restaurant .,food -> quality,Restaurants
comment_2_984,top notch food <SEP> positive,Nothing fancy but the food is top notch !,food -> quality,Restaurants
comment_2_985,top notch food options <SEP> positive,The food options were also top notch .,food -> quality,Arts & Entertainment
comment_2_986,top notch jr <SEP> positive,Everyone was so welcoming and JR was top notch !,food -> quality,Automotive
comment_2_987,totally dead village <SEP> negative,"The totally dead "" village "" by day becomes a rave party at night .",food -> quality,Hotels
comment_2_988,tres tres bon restaurant <SEP> positive,Tres tres bon restaurant dans le Vieux Montreal .,food -> quality,Restaurants
comment_2_989,truly authentic mexican food <SEP> positive,Even if you live clear across the Valley it is worth the trip to enjoy truly authentic Mexican food !,food -> quality,Restaurants
comment_2_990,truly excellent food <SEP> positive,The food was truly excellent .,food -> quality,Restaurants
comment_2_991,truly relaxing hot stones <SEP> positive,Hot stones are included and it was truly relaxing .,food -> quality,Beauty & Spas
comment_2_992,typical chinese food menu <SEP> negative,There 's also a typical chinese food menu but screw that .  ,food -> quality,Restaurants
comment_2_993,underwhelmed food <SEP> negative,"Despite the popularity of this place , I have always been underwhelmed by the food .  ",food -> quality,Restaurants
comment_2_994,unexpected surprise fries <SEP> positive,Oh and the fries were an unexpected surprise - some of the best fries anywhere .,food -> quality,Restaurants
comment_2_995,unique dining experience <SEP> positive,"They serve you a sashimi boat for your first order , making it a unique dining experience , as most AYCE sushi places do n't present the food this way .   ",food -> quality,Restaurants
comment_2_996,unlimited tacos <SEP> positive,Went for taco Tuesday and had the unlimited tacos for 9 . 99 .,food -> quality,Restaurants
comment_2_997,unmatched food quality <SEP> negative,food quality is unmatched in this area .,food -> quality,Restaurants
comment_2_998,upscale french restaurant <SEP> positive,"Auberge Bonaparte is an inn that houses a cosy , upscale French restaurant in the heart of Old Montreal .  ",food -> quality,Restaurants
comment_2_999,useful food <SEP> positive,Thanks that was useful food,food -> quality,Restaurants
comment_2_1000,usually good food <SEP> positive,But food is usually good .,food -> quality,Restaurants
comment_2_1001,very affordable food <SEP> positive,There food is very affordable and quite good in my opinion .,food -> quality,Arts & Entertainment
comment_2_1002,very appeasing food <SEP> negative,Their food was very appeasing .  ,food -> quality,Arts & Entertainment
comment_2_1003,very best massage <SEP> positive,I just had the very best massage of my life !,food -> quality,Beauty & Spas
comment_2_1004,very bland food <SEP> negative,That being said the food was very bland and my spaghetti was all sauce and very little pasta .,food -> quality,Restaurants
comment_2_1005,very convenient items <SEP> positive,The convenience of items was very convenient .,food -> quality,Hotels
comment_2_1006,very delicious food <SEP> positive,It was past 2 am and the food for the 6 of us was very delicious .,food -> quality,Restaurants
comment_2_1007,very delicious spring rolls <SEP> positive,Very delicious spring rolls and pho .,food -> quality,Restaurants
comment_2_1008,very enjoyable dance <SEP> positive,Very enjoyable dance and prproduction show .,food -> quality,Arts & Entertainment
comment_2_1009,very enjoyable experience <SEP> positive,I had a very enjoyable experience !  ,food -> quality,Beauty & Spas
comment_2_1010,very expensive food <SEP> negative,"However , the food is very expensive .",food -> quality,Restaurants
comment_2_1011,very fair lunch <SEP> positive,Prices at lunch were very fair .,food -> quality,Restaurants
comment_2_1012,very fast food <SEP> positive,They get the food very fast .,food -> quality,Restaurants
comment_2_1013,very fresh food <SEP> positive,The food was very fresh and tasty .,food -> quality,Restaurants
comment_2_1014,very good and food <SEP> positive,Food was very good and delicious .,food -> quality,Restaurants
comment_2_1015,very good and fresh food <SEP> positive,Food is very good and fresh .  ,food -> quality,Restaurants
comment_2_1016,very good and well seasoned food <SEP> positive,Food was very good and well seasoned .,food -> quality,Restaurants
comment_2_1017,very good autonation <SEP> positive,I have to say autonation was very good to me .,food -> quality,Automotive
comment_2_1018,very good chef food <SEP> positive,New Chef food is very good .,food -> quality,Restaurants
comment_2_1019,very good chicken tortilla bowl <SEP> positive,I tried the chicken tortilla bowl and it was very good .,food -> quality,Restaurants
comment_2_1020,very good food <SEP> positive,Very good food & service .,food -> quality,Restaurants
comment_2_1021,very good french restaurant <SEP> positive,Very good French restaurant .,food -> quality,Restaurants
comment_2_1022,very good green beans <SEP> positive,Also had the green beans with almonds which was very good also .  ,food -> quality,Restaurants
comment_2_1023,very good italian food <SEP> positive,Very good Italian food !,food -> quality,Restaurants
comment_2_1024,very good lash artist <SEP> positive,I 've had different lash artist and they all seem very good .,food -> quality,Beauty & Spas
comment_2_1025,very good lunch <SEP> positive,Lunch is very good,food -> quality,Hotels
comment_2_1026,very good shrimp enchiladas <SEP> positive,""" it was very good and shrimp enchiladas also very good .",food -> quality,Restaurants
comment_2_1027,very good sweet potato fries <SEP> positive,Very good sweet potato fries .  ,food -> quality,Restaurants
comment_2_1028,very good tortilla chips <SEP> positive,The tortilla chips were very good .,food -> quality,Restaurants
comment_2_1029,very good traditional food <SEP> positive,The food was simply very good traditional italian .,food -> quality,Restaurants
comment_2_1030,very good waxing experience <SEP> positive,Very good waxing experience here .,food -> quality,Beauty & Spas
comment_2_1031,very gummy chicken <SEP> negative,Taking a star off because the chicken in one of the sandwiches was very gummy / chewy .,food -> quality,Restaurants
comment_2_1032,very happy food <SEP> positive,Everyone in my family was very happy with their food .,food -> quality,Restaurants
comment_2_1033,very high quality of the food <SEP> positive,The quality of the food is very high .,food -> quality,Restaurants
comment_2_1034,very mediocre food <SEP> negative,The food was very mediocre to all 3 of us .   ,food -> quality,Restaurants
comment_2_1035,very nice jacuzzi rooms <SEP> positive,The jacuzzi rooms are very nice .,food -> quality,Hotels
comment_2_1036,very nice master bath <SEP> positive,The master bath was very nice .,food -> quality,Hotels
comment_2_1037,very pleased with food <SEP> positive,We ordered Jalepeno Inferno from DoorDash last night and we were very pleased with our food .,food -> quality,Restaurants
comment_2_1038,very quick dinner of pork bone soup <SEP> positive,I came here for a very quick dinner of pork bone soup .,food -> quality,Restaurants
comment_2_1039,very quickly food <SEP> positive,The food came out very quickly .,food -> quality,Restaurants
comment_2_1040,very reasonably priced food <SEP> positive,The food is very reasonably priced for a professional sports venue .  ,food -> quality,Arts & Entertainment
comment_2_1041,very tasty everything <SEP> positive,Everything was very tasty and delucious .,food -> quality,Restaurants
comment_2_1042,very tasty soups <SEP> positive,Their soups are also very tasty and delicious .,food -> quality,Restaurants
comment_2_1043,very tender meat <SEP> positive,My husband had the beef and green beans and the meat was very tender .  ,food -> quality,Restaurants
comment_2_1044,very thorough cutting <SEP> positive,"Took all of my instructions and was very thorough in his cutting , I did nt feel it was rushed at all even though there were 3 or 4 folks waiting by the time he finished .",food -> quality,Beauty & Spas
comment_2_1045,very thoughtful slice of cake <SEP> positive,"They gave me a huge slice of cake for my birthday , which was very thoughtful .",food -> quality,Arts & Entertainment
comment_2_1046,very traditional mexican food <SEP> positive,Very traditional Mexican food done right !,food -> quality,Restaurants
